payment_id,user_id,subscription_id,payment_date,amount_usd,currency,payment_status,payment_provider,failure_reason
1256,1100,808,2025-09-01,13.04,EUR,success,card,
1257,1100,808,2025-10-01,12.94,EUR,success,card,
1258,1100,808,2025-10-31,12.91,EUR,success,google_pay,
1259,1100,808,2025-11-30,13.5,EUR,success,card,
1260,1102,809,2025-08-23,33.45,GEL,success,card,
1261,1105,811,2025-10-02,13.05,AED,success,bank_transfer,
1262,1105,811,2025-11-01,12.91,AED,success,card,
1263,1105,811,2025-12-01,13.5,AED,success,google_pay,
1264,1105,811,2025-12-31,13.01,AED,success,apple_pay,
1265,1108,813,2025-10-15,31.97,GEL,success,card,
1266,1109,814,2025-10-03,32.35,AED,success,card,
1267,1110,815,2025-12-09,116.95,AMD,success,card,
1268,1112,816,2025-08-16,32.43,AMD,success,card,
1269,1112,816,2025-11-14,32.22,AMD,success,card,
1270,1114,817,2025-07-19,13.19,KZT,success,card,
1271,1114,817,2025-08-18,13.44,KZT,failed,card,provider_error
1272,1114,817,2025-08-22,13.44,KZT,success,card,
1273,1114,817,2025-09-17,12.83,KZT,success,bank_transfer,
1274,1117,819,2025-11-03,12.9,AED,success,google_pay,
1275,1117,819,2025-12-03,13.23,AED,success,crypto,
1276,1118,820,2025-10-25,33.33,AMD,success,apple_pay,
1277,1121,821,2025-04-27,123.74,GEL,success,bank_transfer,
1278,1122,822,2025-06-16,12.98,GEL,success,apple_pay,
1279,1122,822,2025-07-16,12.87,GEL,success,crypto,
1280,1122,822,2025-08-15,12.64,GEL,success,card,
1281,1122,822,2025-09-14,12.86,GEL,success,card,
1282,1122,822,2025-10-14,13.08,GEL,success,apple_pay,
1283,1122,822,2025-11-13,12.67,GEL,success,card,
1284,1122,822,2025-12-13,12.68,GEL,success,apple_pay,
1285,1130,829,2025-09-27,12.55,EUR,success,card,
1286,1130,829,2025-10-27,12.59,EUR,success,google_pay,
1287,1130,829,2025-11-26,12.9,EUR,success,card,
1288,1130,829,2025-12-26,12.58,EUR,success,google_pay,
1289,1131,830,2025-11-18,13.47,RUB,success,apple_pay,
1290,1131,830,2025-12-18,13.25,RUB,success,google_pay,
1291,1138,835,2025-10-10,13.38,TRY,success,card,
1292,1138,835,2025-11-09,13.47,TRY,success,apple_pay,
1293,1138,835,2025-12-09,12.56,TRY,success,google_pay,
1294,1141,838,2025-11-30,32.65,EUR,success,bank_transfer,
1295,1141,838,2025-12-09,32.65,EUR,refunded,bank_transfer,
1296,1142,839,2025-07-09,121.37,KZT,success,google_pay,
1297,1146,842,2025-11-08,13.18,RUB,success,card,
1298,1146,842,2025-12-08,13.35,RUB,success,apple_pay,
1299,1147,843,2025-12-13,34.3,TRY,success,crypto,
1300,1148,844,2025-05-21,123.25,GEL,success,card,
1301,1156,848,2025-11-04,32.93,KZT,success,card,
1302,1157,849,2025-10-11,12.81,TRY,success,apple_pay,
1303,1157,849,2025-11-10,12.57,TRY,success,card,
1304,1157,849,2025-12-10,12.48,TRY,success,card,
1305,1161,853,2025-12-31,32.38,PLN,success,card,
1306,1162,854,2025-05-18,32.43,RUB,success,card,
1307,1162,854,2025-08-16,32.96,RUB,success,card,
1308,1162,854,2025-11-14,32.25,RUB,success,card,
1309,1169,859,2025-12-27,117.85,AMD,success,card,
1310,1171,860,2025-12-14,34.04,AED,success,bank_transfer,
1311,1174,862,2025-11-26,117.83,KZT,success,crypto,
1312,1177,864,2025-12-09,33.75,AMD,failed,bank_transfer,insufficient_funds
1313,1180,866,2025-05-01,13.48,EUR,success,crypto,
1314,1180,866,2025-05-31,12.85,EUR,success,card,
1315,1180,866,2025-06-30,13.15,EUR,success,card,
1316,1180,866,2025-07-30,12.98,EUR,success,card,
1317,1180,866,2025-08-29,12.58,EUR,success,google_pay,
1318,1180,866,2025-09-28,12.51,EUR,success,apple_pay,
1319,1180,866,2025-10-28,12.98,EUR,success,card,
1320,1181,867,2025-11-09,13.4,TRY,success,card,
1321,1181,867,2025-12-09,12.78,TRY,success,bank_transfer,
1322,1182,868,2025-10-20,117.68,KZT,success,card,
1323,1191,874,2025-12-30,12.72,RUB,success,google_pay,
1324,1193,876,2025-08-01,12.69,EUR,success,bank_transfer,
1325,1193,876,2025-08-31,12.52,EUR,success,apple_pay,
1326,1193,876,2025-09-30,13.18,EUR,success,card,
1327,1193,876,2025-10-30,12.89,EUR,success,card,
1328,1193,876,2025-11-29,12.63,EUR,failed,google_pay,card_declined
1329,1193,876,2025-12-29,13.4,EUR,success,card,
1330,1195,878,2025-10-20,32.92,EUR,success,apple_pay,
1331,1199,882,2025-06-18,13.22,EUR,failed,apple_pay,authentication_failed
1332,1199,882,2025-06-21,13.22,EUR,success,apple_pay,
1333,1199,882,2025-07-18,12.84,EUR,success,apple_pay,
1334,1199,882,2025-08-17,12.58,EUR,success,card,
1335,1199,882,2025-09-16,13.03,EUR,success,google_pay,
1336,1199,882,2025-10-16,13.03,EUR,success,apple_pay,
1337,1200,883,2025-07-24,117.77,AMD,success,crypto,
1338,1203,884,2025-12-21,117.34,TRY,success,card,
1339,1206,886,2025-11-30,13.46,PLN,success,card,
1340,1206,886,2025-12-30,13.12,PLN,success,apple_pay,
1341,1213,892,2025-05-07,121.8,AMD,success,crypto,
1342,1214,893,2025-12-07,121.92,PLN,success,card,
1343,1215,894,2025-09-28,13.01,KZT,success,bank_transfer,
1344,1215,894,2025-10-28,13.25,KZT,success,apple_pay,
1345,1215,894,2025-11-27,13.23,KZT,success,card,
1346,1217,895,2025-06-05,13.47,EUR,success,card,
1347,1217,895,2025-07-05,12.85,EUR,success,card,
1348,1217,895,2025-08-04,13.47,EUR,success,google_pay,
1349,1217,895,2025-09-03,12.83,EUR,success,card,
1350,1217,895,2025-10-03,13.03,EUR,success,google_pay,
1351,1217,895,2025-11-02,13.18,EUR,success,card,
1352,1217,895,2025-12-02,12.94,EUR,failed,card,card_declined
1353,1217,895,2025-12-09,12.94,EUR,success,card,
1354,1222,899,2025-10-21,33.11,RUB,success,apple_pay,
1355,1225,900,2025-11-01,32.49,EUR,success,card,
1356,1226,901,2025-06-12,13.42,KZT,failed,bank_transfer,insufficient_funds
1357,1226,901,2025-06-13,13.42,KZT,success,bank_transfer,
1358,1226,901,2025-07-12,13.43,KZT,success,card,
1359,1226,901,2025-08-11,13.19,KZT,success,card,
1360,1226,901,2025-09-10,13.15,KZT,success,card,
1361,1226,901,2025-10-10,13.13,KZT,success,card,
1362,1226,901,2025-11-09,13.45,KZT,success,apple_pay,
1363,1226,901,2025-12-09,12.52,KZT,success,apple_pay,
1364,1227,902,2025-06-14,13.02,EUR,success,card,
1365,1227,902,2025-07-14,12.96,EUR,success,apple_pay,
1366,1227,902,2025-08-13,12.71,EUR,success,card,
1367,1227,902,2025-09-12,13.04,EUR,success,card,
1368,1227,902,2025-10-12,13.34,EUR,success,card,
1369,1227,902,2025-11-11,13.26,EUR,success,bank_transfer,
1370,1227,902,2025-12-11,13.28,EUR,success,card,
1371,1228,903,2025-05-17,31.75,EUR,success,google_pay,
1372,1228,903,2025-08-15,32.18,EUR,success,google_pay,
1373,1228,903,2025-11-13,32.16,EUR,success,card,
1374,1237,906,2025-11-29,13.37,AMD,success,apple_pay,
1375,1237,906,2025-12-29,13.41,AMD,success,google_pay,
1376,1238,907,2025-09-25,12.78,TRY,success,card,
1377,1238,907,2025-10-25,12.85,TRY,success,google_pay,
1378,1238,907,2025-11-24,12.51,TRY,failed,card,insufficient_funds
1379,1238,907,2025-11-25,12.51,TRY,success,card,
1380,1238,907,2025-12-24,12.95,TRY,success,apple_pay,
1381,1239,908,2025-10-06,13.34,PLN,success,apple_pay,
1382,1239,908,2025-11-05,12.66,PLN,failed,card,card_declined
1383,1239,908,2025-11-12,12.66,PLN,success,card,
1384,1239,908,2025-12-05,13.18,PLN,success,apple_pay,
1385,1243,909,2025-11-03,32.36,RUB,success,apple_pay,
1386,1244,910,2025-10-10,12.94,KZT,success,card,
1387,1244,910,2025-11-09,12.99,KZT,success,google_pay,
1388,1244,910,2025-12-09,12.55,KZT,success,card,
1389,1245,911,2025-06-26,121.44,KZT,success,apple_pay,
1390,1247,912,2025-08-19,13.06,AMD,success,google_pay,
1391,1247,912,2025-09-18,12.75,AMD,success,google_pay,
1392,1247,912,2025-10-18,12.53,AMD,success,apple_pay,
1393,1247,912,2025-11-17,13.39,AMD,success,card,
1394,1247,912,2025-12-17,12.55,AMD,success,apple_pay,
1395,1253,916,2025-11-25,13.32,KZT,success,card,
1396,1253,916,2025-12-25,12.9,KZT,success,card,
1397,1258,920,2025-07-23,12.6,KZT,success,card,
1398,1258,920,2025-08-22,12.64,KZT,success,card,
1399,1258,920,2025-09-21,13.09,KZT,success,card,
1400,1258,920,2025-10-21,12.61,KZT,failed,bank_transfer,insufficient_funds
1401,1258,920,2025-11-20,12.55,KZT,success,card,
1402,1259,921,2025-10-30,13.22,GEL,success,card,
1403,1259,921,2025-11-29,12.96,GEL,success,google_pay,
1404,1260,922,2025-09-14,33.98,RUB,success,card,
1405,1260,922,2025-12-13,31.84,RUB,success,apple_pay,
1406,1265,925,2025-04-20,13.23,TRY,success,apple_pay,
1407,1265,925,2025-05-20,13.48,TRY,success,crypto,
1408,1265,925,2025-06-19,12.61,TRY,success,apple_pay,
1409,1265,925,2025-06-28,12.61,TRY,refunded,apple_pay,
1410,1265,925,2025-07-19,12.97,TRY,success,card,
1411,1265,925,2025-08-18,13.43,TRY,success,card,
1412,1265,925,2025-09-17,12.86,TRY,success,card,
1413,1268,928,2025-05-25,115.7,KZT,success,apple_pay,
1414,1271,931,2025-11-07,12.48,GEL,success,google_pay,
1415,1271,931,2025-12-07,12.75,GEL,success,card,
1416,1275,934,2025-11-24,13.06,PLN,success,bank_transfer,
1417,1275,934,2025-12-24,12.65,PLN,success,card,
1418,1277,936,2025-11-23,12.54,RUB,failed,apple_pay,authentication_failed
1419,1277,936,2025-11-25,12.54,RUB,success,apple_pay,
1420,1277,936,2025-12-23,12.82,RUB,success,crypto,
1421,1278,937,2025-02-12,13.35,RUB,success,card,
1422,1278,937,2025-03-14,12.94,RUB,success,card,
1423,1278,937,2025-04-13,12.95,RUB,success,card,
1424,1278,937,2025-05-13,12.94,RUB,success,crypto,
1425,1278,937,2025-06-12,12.74,RUB,success,google_pay,
1426,1278,937,2025-07-12,12.87,RUB,success,apple_pay,
1427,1278,937,2025-08-11,13.47,RUB,failed,apple_pay,expired_card
1428,1278,937,2025-09-10,12.86,RUB,success,card,
1429,1278,937,2025-10-10,12.53,RUB,success,card,
1430,1278,937,2025-11-09,13.35,RUB,failed,card,card_declined
1431,1278,937,2025-11-15,13.35,RUB,success,card,
1432,1278,937,2025-12-09,13.34,RUB,success,card,
1433,1282,939,2025-09-11,12.99,TRY,success,google_pay,
1434,1282,939,2025-10-11,12.8,TRY,success,apple_pay,
1435,1283,940,2025-08-22,119.1,RUB,success,card,
1436,1287,944,2025-10-31,12.94,KZT,success,google_pay,
1437,1287,944,2025-11-30,12.82,KZT,success,card,
1438,1287,944,2025-12-30,13.51,KZT,success,card,
1439,1288,945,2025-07-25,12.86,AMD,success,card,
1440,1288,945,2025-08-24,12.83,AMD,success,apple_pay,
1441,1288,945,2025-09-23,13.41,AMD,failed,apple_pay,card_declined
1442,1288,945,2025-10-23,13.07,AMD,success,google_pay,
1443,1288,945,2025-11-22,13.0,AMD,success,google_pay,
1444,1288,945,2025-12-22,12.52,AMD,success,card,
1445,1289,946,2025-05-31,33.97,RUB,success,card,
1446,1289,946,2025-08-29,33.66,RUB,failed,crypto,provider_error
1447,1289,946,2025-09-03,33.66,RUB,success,crypto,
1448,1289,946,2025-11-27,33.2,RUB,success,crypto,
1449,1296,951,2025-06-24,12.85,RUB,success,card,
1450,1296,951,2025-07-24,13.38,RUB,success,google_pay,
1451,1296,951,2025-08-23,13.0,RUB,success,google_pay,
1452,1296,951,2025-09-22,12.94,RUB,success,apple_pay,
1453,1296,951,2025-10-22,13.21,RUB,success,card,
1454,1296,951,2025-11-21,12.71,RUB,failed,google_pay,card_declined
1455,1296,951,2025-11-28,12.71,RUB,success,google_pay,
1456,1296,951,2025-12-21,13.02,RUB,success,bank_transfer,
1457,1299,953,2025-12-28,13.48,TRY,success,card,
1458,1301,954,2025-11-24,12.52,TRY,success,card,
1459,1301,954,2025-12-24,12.62,TRY,success,google_pay,
1460,1305,956,2025-12-27,116.39,GEL,success,bank_transfer,
1461,1309,960,2025-08-05,32.06,GEL,success,google_pay,
1462,1309,960,2025-11-03,33.25,GEL,failed,apple_pay,insufficient_funds
1463,1309,960,2025-11-05,33.25,GEL,success,apple_pay,
1464,1310,961,2025-06-23,12.6,AED,success,card,
1465,1310,961,2025-07-23,13.39,AED,success,google_pay,
1466,1310,961,2025-08-22,13.28,AED,success,card,
1467,1310,961,2025-09-21,13.49,AED,success,bank_transfer,
1468,1310,961,2025-10-21,12.56,AED,success,google_pay,
1469,1310,961,2025-11-20,13.03,AED,success,card,
1470,1310,961,2025-12-20,13.48,AED,failed,card,provider_error
1471,1310,961,2025-12-23,13.48,AED,success,card,
1472,1313,963,2025-08-22,13.08,RUB,success,apple_pay,
1473,1313,963,2025-09-21,13.23,RUB,success,google_pay,
1474,1313,963,2025-10-21,13.05,RUB,success,apple_pay,
1475,1313,963,2025-11-20,13.24,RUB,success,google_pay,
1476,1313,963,2025-12-20,12.88,RUB,success,card,
1477,1315,965,2025-08-30,121.71,GEL,success,card,
1478,1317,966,2025-05-14,31.72,GEL,success,card,
1479,1317,966,2025-08-12,32.93,GEL,success,apple_pay,
1480,1318,967,2025-11-23,12.72,AED,success,card,
1481,1318,967,2025-12-23,12.87,AED,success,card,
1482,1319,968,2025-11-01,12.48,AED,success,google_pay,
1483,1319,968,2025-12-01,13.43,AED,failed,card,insufficient_funds
1484,1319,968,2025-12-03,13.43,AED,success,card,
1485,1319,968,2025-12-31,12.48,AED,failed,card,expired_card
1486,1321,970,2025-04-18,12.88,TRY,failed,card,expired_card
1487,1321,970,2025-04-20,12.88,TRY,success,card,
1488,1321,970,2025-05-18,12.95,TRY,success,google_pay,
1489,1321,970,2025-06-17,13.16,TRY,success,google_pay,
1490,1321,970,2025-07-17,13.46,TRY,failed,bank_transfer,insufficient_funds
1491,1321,970,2025-07-22,13.46,TRY,success,bank_transfer,
1492,1321,970,2025-08-16,12.77,TRY,success,card,
1493,1321,970,2025-09-15,12.49,TRY,success,card,
1494,1321,970,2025-10-15,12.83,TRY,success,bank_transfer,
1495,1321,970,2025-11-14,13.35,TRY,success,google_pay,
1496,1321,970,2025-12-14,13.37,TRY,success,card,
1497,1325,972,2025-08-06,13.21,PLN,success,card,
1498,1325,972,2025-09-05,12.57,PLN,success,card,
1499,1325,972,2025-10-05,12.96,PLN,failed,google_pay,expired_card
1500,1325,972,2025-10-11,12.96,PLN,success,google_pay,
1501,1325,972,2025-11-04,13.14,PLN,success,card,
1502,1328,974,2025-09-08,13.35,EUR,success,card,
1503,1328,974,2025-10-08,12.69,EUR,success,apple_pay,
1504,1328,974,2025-11-07,12.89,EUR,success,google_pay,
1505,1328,974,2025-12-07,12.61,EUR,success,bank_transfer,
1506,1330,975,2025-09-22,32.45,AED,success,card,
1507,1333,977,2025-04-25,121.91,TRY,failed,apple_pay,card_declined
1508,1338,980,2025-12-16,13.27,PLN,success,bank_transfer,
1509,1343,984,2025-12-07,31.84,PLN,success,apple_pay,
1510,1344,985,2025-07-04,33.58,RUB,success,card,
1511,1344,985,2025-10-02,33.64,RUB,success,card,
1512,1344,985,2025-12-31,32.39,RUB,failed,google_pay,expired_card
1513,1348,987,2025-06-15,12.53,RUB,failed,card,card_declined
1514,1348,987,2025-06-16,12.53,RUB,success,card,
1515,1348,987,2025-07-15,13.4,RUB,success,card,
1516,1348,987,2025-08-14,13.08,RUB,success,apple_pay,
1517,1348,987,2025-09-13,13.35,RUB,success,card,
1518,1348,987,2025-10-13,13.51,RUB,failed,google_pay,provider_error
1519,1350,988,2025-06-14,115.85,KZT,success,card,
1520,1356,992,2025-05-31,12.54,EUR,success,bank_transfer,
1521,1356,992,2025-06-30,13.18,EUR,success,google_pay,
1522,1356,992,2025-07-30,13.25,EUR,success,crypto,
1523,1356,992,2025-08-29,13.01,EUR,success,apple_pay,
1524,1356,992,2025-09-28,12.58,EUR,success,google_pay,
1525,1356,992,2025-10-28,12.65,EUR,success,apple_pay,
1526,1356,992,2025-11-27,13.22,EUR,success,bank_transfer,
1527,1356,992,2025-12-27,12.95,EUR,success,card,
1528,1359,995,2025-12-26,33.81,RUB,success,card,
1529,1360,996,2025-10-15,32.2,TRY,success,card,
1530,1361,997,2025-09-12,33.68,TRY,success,google_pay,
1531,1361,997,2025-12-11,32.22,TRY,success,apple_pay,
1532,1366,1001,2025-12-13,33.95,TRY,success,apple_pay,
1533,1368,1002,2025-05-29,33.03,RUB,success,apple_pay,
1534,1368,1002,2025-08-27,32.64,RUB,success,card,
1535,1368,1002,2025-11-25,32.49,RUB,success,google_pay,
1536,1375,1006,2025-10-26,12.73,RUB,success,card,
1537,1375,1006,2025-11-25,13.42,RUB,success,google_pay,
1538,1375,1006,2025-12-25,13.21,RUB,success,google_pay,
1539,1377,1007,2025-06-16,117.38,GEL,success,google_pay,
1540,1383,1011,2025-10-31,33.35,TRY,success,card,
1541,1390,1015,2025-12-10,13.02,PLN,success,bank_transfer,
1542,1391,1016,2025-06-19,13.47,AED,failed,crypto,insufficient_funds
1543,1391,1016,2025-06-20,13.47,AED,success,crypto,
1544,1391,1016,2025-07-19,12.73,AED,success,google_pay,
1545,1392,1017,2025-09-19,13.14,GEL,success,card,
1546,1392,1017,2025-10-03,13.14,GEL,refunded,card,
1547,1392,1017,2025-10-19,13.07,GEL,success,card,
1548,1392,1017,2025-11-18,12.86,GEL,success,apple_pay,
1549,1392,1017,2025-12-18,12.89,GEL,failed,card,insufficient_funds
1550,1392,1017,2025-12-23,12.89,GEL,success,card,
1551,1395,1018,2025-10-31,12.52,GEL,success,bank_transfer,
1552,1395,1018,2025-11-30,13.16,GEL,success,card,
1553,1396,1019,2025-09-21,13.36,AMD,success,card,
1554,1396,1019,2025-10-21,12.66,AMD,success,card,
1555,1396,1019,2025-11-20,12.93,AMD,success,card,
1556,1396,1019,2025-12-20,12.92,AMD,success,bank_transfer,
1557,1397,1020,2025-06-01,12.82,TRY,success,apple_pay,
1558,1397,1020,2025-07-01,12.86,TRY,success,google_pay,
1559,1397,1020,2025-07-31,13.26,TRY,success,card,
1560,1397,1020,2025-08-30,13.38,TRY,success,apple_pay,
1561,1397,1020,2025-09-29,12.78,TRY,success,card,
1562,1397,1020,2025-10-29,12.73,TRY,success,card,
1563,1397,1020,2025-11-28,13.38,TRY,success,card,
1564,1397,1020,2025-12-28,12.88,TRY,success,google_pay,
1565,1399,1021,2025-08-12,13.44,KZT,success,bank_transfer,
1566,1399,1021,2025-09-11,12.7,KZT,success,crypto,
1567,1399,1021,2025-10-11,13.04,KZT,success,card,
1568,1399,1021,2025-11-10,12.5,KZT,success,bank_transfer,
1569,1399,1021,2025-12-10,12.78,KZT,success,crypto,
1570,1401,1022,2025-09-19,124.4,KZT,success,apple_pay,
1571,1404,1025,2025-08-06,121.93,GEL,success,bank_transfer,
1572,1406,1027,2025-10-02,12.97,EUR,success,card,
1573,1406,1027,2025-11-01,13.3,EUR,success,card,
1574,1406,1027,2025-12-01,13.19,EUR,failed,crypto,insufficient_funds
1575,1409,1029,2025-06-10,123.78,RUB,success,card,
1576,1410,1030,2025-05-27,13.29,KZT,success,google_pay,
1577,1410,1030,2025-06-26,12.57,KZT,success,apple_pay,
1578,1410,1030,2025-07-26,13.51,KZT,success,apple_pay,
1579,1410,1030,2025-08-25,12.64,KZT,success,google_pay,
1580,1415,1031,2025-05-06,13.24,KZT,success,bank_transfer,
1581,1415,1031,2025-05-17,13.24,KZT,refunded,bank_transfer,
1582,1415,1031,2025-06-05,12.98,KZT,success,card,
1583,1415,1031,2025-07-05,13.03,KZT,success,card,
1584,1417,1033,2025-11-06,12.85,PLN,success,apple_pay,
1585,1417,1033,2025-12-06,12.97,PLN,success,google_pay,
1586,1418,1034,2025-05-27,33.98,KZT,failed,apple_pay,expired_card
1587,1418,1034,2025-08-25,33.25,KZT,success,card,
1588,1418,1034,2025-11-23,31.94,KZT,success,apple_pay,
1589,1420,1036,2025-05-04,31.94,RUB,success,google_pay,
1590,1420,1036,2025-08-02,33.85,RUB,success,bank_transfer,
1591,1420,1036,2025-10-31,33.73,RUB,success,card,
1592,1422,1038,2025-07-29,13.26,KZT,success,apple_pay,
1593,1422,1038,2025-08-28,13.05,KZT,success,card,
1594,1422,1038,2025-09-27,12.6,KZT,failed,google_pay,insufficient_funds
1595,1422,1038,2025-10-02,12.6,KZT,success,google_pay,
1596,1422,1038,2025-10-27,12.7,KZT,success,google_pay,
1597,1422,1038,2025-11-26,13.42,KZT,success,crypto,
1598,1429,1043,2025-07-02,12.94,RUB,success,card,
1599,1429,1043,2025-08-01,12.73,RUB,success,card,
1600,1429,1043,2025-08-31,12.82,RUB,success,card,
1601,1432,1045,2025-11-24,12.56,KZT,success,card,
1602,1432,1045,2025-12-24,12.59,KZT,success,card,
1603,1434,1046,2025-03-29,32.27,EUR,success,card,
1604,1434,1046,2025-06-27,31.82,EUR,failed,card,expired_card
1605,1434,1046,2025-09-25,32.66,EUR,success,card,
1606,1437,1049,2025-08-20,31.88,RUB,success,card,
1607,1437,1049,2025-11-18,33.55,RUB,success,google_pay,
1608,1438,1050,2025-12-23,32.08,AED,success,bank_transfer,
1609,1439,1051,2025-11-24,12.61,TRY,success,card,
1610,1439,1051,2025-12-24,13.0,TRY,success,card,
1611,1444,1055,2025-12-01,13.31,RUB,success,card,
1612,1444,1055,2025-12-31,12.88,RUB,success,card,
1613,1445,1056,2025-12-23,12.9,AMD,success,card,
1614,1453,1062,2025-11-03,13.37,GEL,success,apple_pay,
1615,1453,1062,2025-12-03,13.35,GEL,success,card,
1616,1457,1065,2025-10-28,120.08,GEL,success,crypto,
1617,1458,1066,2025-05-26,32.6,GEL,failed,card,insufficient_funds
1618,1458,1066,2025-08-24,32.73,GEL,success,card,
1619,1460,1067,2025-10-12,12.91,RUB,failed,crypto,card_declined
1620,1460,1067,2025-11-11,12.84,RUB,success,card,
1621,1460,1067,2025-12-11,12.64,RUB,failed,bank_transfer,provider_error
1622,1461,1068,2025-12-16,13.15,KZT,success,card,
1623,1463,1070,2025-08-25,12.7,EUR,success,apple_pay,
1624,1463,1070,2025-09-24,13.21,EUR,success,apple_pay,
1625,1463,1070,2025-10-24,13.45,EUR,success,crypto,
1626,1463,1070,2025-11-23,13.04,EUR,success,card,
1627,1463,1070,2025-12-23,13.42,EUR,success,card,
1628,1465,1072,2025-07-12,12.7,KZT,success,card,
1629,1465,1072,2025-08-11,12.97,KZT,success,apple_pay,
1630,1465,1072,2025-09-10,12.57,KZT,success,google_pay,
1631,1465,1072,2025-10-10,12.91,KZT,success,apple_pay,
1632,1468,1074,2025-08-17,12.95,RUB,success,apple_pay,
1633,1468,1074,2025-09-16,12.91,RUB,success,apple_pay,
1634,1468,1074,2025-10-16,13.08,RUB,success,apple_pay,
1635,1468,1074,2025-11-15,13.2,RUB,failed,card,card_declined
1636,1468,1074,2025-12-15,12.48,RUB,success,card,
1637,1470,1075,2025-08-28,13.13,RUB,success,card,
1638,1470,1075,2025-09-27,12.63,RUB,success,card,
1639,1470,1075,2025-10-27,12.98,RUB,success,google_pay,
1640,1470,1075,2025-11-26,12.62,RUB,success,card,
1641,1470,1075,2025-12-26,12.74,RUB,success,crypto,
1642,1471,1076,2025-12-24,12.8,GEL,success,apple_pay,
1643,1472,1077,2025-10-15,13.09,KZT,success,card,
1644,1472,1077,2025-11-14,12.56,KZT,failed,apple_pay,expired_card
1645,1472,1077,2025-11-19,12.56,KZT,success,apple_pay,
1646,1472,1077,2025-12-14,13.08,KZT,failed,apple_pay,card_declined
1647,1472,1077,2025-12-15,13.08,KZT,success,apple_pay,
1648,1474,1078,2025-08-18,12.9,AMD,success,card,
1649,1474,1078,2025-09-17,13.29,AMD,success,card,
1650,1474,1078,2025-10-17,12.92,AMD,failed,apple_pay,provider_error
1651,1474,1078,2025-11-16,13.28,AMD,success,bank_transfer,
1652,1474,1078,2025-12-16,13.35,AMD,success,apple_pay,
1653,1475,1079,2025-11-26,13.08,PLN,success,card,
1654,1475,1079,2025-12-26,13.1,PLN,success,bank_transfer,
1655,1476,1080,2025-11-30,32.81,AED,success,google_pay,
1656,1477,1081,2025-07-24,121.79,TRY,success,bank_transfer,
1657,1478,1082,2025-11-15,12.83,KZT,success,card,
1658,1478,1082,2025-12-15,13.48,KZT,success,card,
1659,1481,1084,2025-11-03,12.75,EUR,success,card,
1660,1481,1084,2025-12-03,13.05,EUR,success,google_pay,
1661,1482,1085,2025-08-24,12.76,KZT,success,card,
1662,1482,1085,2025-09-23,13.14,KZT,success,card,
1663,1482,1085,2025-10-23,13.35,KZT,success,card,
1664,1482,1085,2025-11-22,13.05,KZT,success,card,
1665,1482,1085,2025-12-22,13.46,KZT,success,card,
1666,1487,1090,2025-04-27,12.88,KZT,success,card,
1667,1487,1090,2025-05-27,13.36,KZT,success,card,
1668,1487,1090,2025-06-26,12.48,KZT,success,crypto,
1669,1487,1090,2025-07-26,13.27,KZT,success,card,
1670,1487,1090,2025-08-25,12.7,KZT,success,bank_transfer,
1671,1487,1090,2025-09-24,13.48,KZT,success,card,
1672,1487,1090,2025-10-24,13.03,KZT,success,card,
1673,1487,1090,2025-11-23,12.8,KZT,failed,apple_pay,authentication_failed
1674,1487,1090,2025-11-25,12.8,KZT,success,apple_pay,
1675,1487,1090,2025-12-23,12.89,KZT,success,crypto,
1676,1490,1091,2025-11-17,12.83,GEL,success,card,
1677,1490,1091,2025-12-17,12.75,GEL,success,card,
1678,1497,1097,2025-09-27,13.06,RUB,success,card,
1679,1497,1097,2025-10-27,13.29,RUB,success,card,
1680,1497,1097,2025-11-26,12.55,RUB,success,card,
1681,1497,1097,2025-12-26,12.5,RUB,success,card,
1682,1499,1098,2025-10-10,12.85,EUR,success,card,
1683,1499,1098,2025-11-09,13.22,EUR,success,card,
1684,1499,1098,2025-12-09,13.27,EUR,success,card,
1685,1503,1101,2025-08-29,13.09,GEL,success,card,
1686,1503,1101,2025-09-28,12.81,GEL,success,card,
1687,1503,1101,2025-10-28,12.59,GEL,failed,apple_pay,insufficient_funds
1688,1503,1101,2025-11-01,12.59,GEL,success,apple_pay,
1689,1503,1101,2025-11-27,12.93,GEL,success,card,
1690,1503,1101,2025-12-27,13.34,GEL,success,apple_pay,
1691,1505,1103,2025-11-12,33.48,RUB,success,card,
1692,1507,1104,2025-12-03,12.65,RUB,success,bank_transfer,
1693,1508,1105,2025-09-19,13.45,AED,success,card,
1694,1508,1105,2025-10-19,12.48,AED,success,card,
1695,1508,1105,2025-11-18,12.98,AED,success,card,
1696,1508,1105,2025-12-18,12.6,AED,success,card,
1697,1511,1107,2025-10-16,12.59,RUB,success,apple_pay,
1698,1511,1107,2025-11-15,12.62,RUB,success,card,
1699,1511,1107,2025-12-15,12.61,RUB,success,card,
1700,1514,1108,2025-12-18,33.73,RUB,success,card,
1701,1516,1110,2025-12-21,13.14,PLN,success,bank_transfer,
1702,1518,1112,2025-07-13,12.49,RUB,success,crypto,
1703,1518,1112,2025-08-12,13.5,RUB,success,bank_transfer,
1704,1518,1112,2025-09-11,12.82,RUB,success,apple_pay,
1705,1518,1112,2025-10-11,13.23,RUB,success,apple_pay,
1706,1518,1112,2025-11-10,12.77,RUB,success,card,
1707,1518,1112,2025-12-10,12.64,RUB,success,card,
1708,1519,1113,2025-05-09,13.47,EUR,success,apple_pay,
