subscription_id,user_id,plan_name,status,started_at,canceled_at,cancellation_reason,trial_started_at,trial_ended_at
893,1214,yearly,active,2025-12-07,,,2025-11-23,2025-12-07
894,1215,monthly,active,2025-09-28,2025-11-29,not_using_enough,2025-09-14,2025-09-28
895,1217,monthly,active,2025-06-05,,,2025-05-22,2025-06-05
896,1218,monthly,expired,2025-11-01,,,2025-11-01,2025-11-15
897,1219,monthly,expired,2025-09-06,,,2025-09-06,2025-09-20
898,1221,quarterly,expired,2025-02-06,,,2025-02-06,2025-02-20
899,1222,quarterly,active,2025-10-21,,,2025-10-07,2025-10-21
900,1225,quarterly,canceled,2025-11-01,2025-12-06,too_expensive,2025-10-18,2025-11-01
901,1226,monthly,active,2025-06-12,,,2025-05-29,2025-06-12
902,1227,monthly,active,2025-06-14,,,2025-05-31,2025-06-14
903,1228,quarterly,active,2025-05-17,,,2025-05-03,2025-05-17
904,1229,monthly,expired,2025-12-07,,,2025-12-07,2025-12-21
905,1232,monthly,expired,2025-10-29,,,2025-10-29,2025-11-12
906,1237,monthly,active,2025-11-29,,,2025-11-15,2025-11-29
907,1238,monthly,active,2025-09-25,,,2025-09-11,2025-09-25
908,1239,monthly,active,2025-10-06,,,2025-09-22,2025-10-06
909,1243,quarterly,active,2025-11-03,,,2025-10-20,2025-11-03
910,1244,monthly,active,2025-10-10,,,2025-09-26,2025-10-10
911,1245,yearly,active,2025-06-26,2025-08-26,too_expensive,2025-06-12,2025-06-26
912,1247,monthly,active,2025-08-19,,,2025-08-05,2025-08-19
913,1248,yearly,expired,2025-10-17,,,2025-10-17,2025-10-31
914,1251,monthly,expired,2025-08-02,,,2025-08-02,2025-08-16
915,1252,yearly,expired,2025-11-20,,,2025-11-20,2025-12-04
916,1253,monthly,active,2025-11-25,,,2025-11-11,2025-11-25
917,1255,monthly,expired,2025-11-20,,,2025-11-20,2025-12-04
918,1256,quarterly,expired,2025-09-12,,,2025-09-12,2025-09-26
919,1257,quarterly,trial,2025-12-18,,,2025-12-18,2026-01-01
920,1258,monthly,canceled,2025-07-23,2025-11-30,payment_issues,2025-07-09,2025-07-23
921,1259,monthly,canceled,2025-10-30,2025-12-11,too_expensive,2025-10-16,2025-10-30
922,1260,quarterly,active,2025-09-14,,,2025-08-31,2025-09-14
923,1262,monthly,expired,2025-09-15,,,2025-09-15,2025-09-29
924,1264,yearly,expired,2025-06-30,,,2025-06-30,2025-07-14
925,1265,monthly,canceled,2025-04-20,2025-10-05,not_using_enough,2025-04-06,2025-04-20
926,1266,monthly,expired,2025-09-22,,,2025-09-22,2025-10-06
927,1267,monthly,expired,2025-10-19,,,2025-10-19,2025-11-02
928,1268,yearly,active,2025-05-25,,,2025-05-11,2025-05-25
929,1269,monthly,expired,2025-06-18,,,2025-06-18,2025-07-02
930,1270,monthly,expired,2025-03-24,,,2025-03-24,2025-04-07
931,1271,monthly,active,2025-11-07,,,2025-10-24,2025-11-07
932,1273,monthly,expired,2025-10-31,,,2025-10-31,2025-11-14
933,1274,quarterly,expired,2025-12-14,,,2025-12-14,2025-12-28
934,1275,monthly,active,2025-11-24,,,2025-11-10,2025-11-24
935,1276,monthly,expired,2025-08-14,,,2025-08-14,2025-08-28
936,1277,monthly,active,2025-11-23,,,2025-11-09,2025-11-23
937,1278,monthly,active,2025-02-12,,,2025-01-29,2025-02-12
938,1280,monthly,expired,2025-09-21,,,2025-09-21,2025-10-05
939,1282,monthly,canceled,2025-09-11,2025-11-06,payment_issues,2025-08-28,2025-09-11
940,1283,yearly,active,2025-08-22,,,2025-08-08,2025-08-22
941,1284,yearly,expired,2025-05-29,,,2025-05-29,2025-06-12
942,1285,monthly,expired,2025-10-10,,,2025-10-10,2025-10-24
943,1286,quarterly,expired,2025-08-20,,,2025-08-20,2025-09-03
944,1287,monthly,active,2025-10-31,,,2025-10-17,2025-10-31
945,1288,monthly,active,2025-07-25,,,2025-07-11,2025-07-25
946,1289,quarterly,active,2025-05-31,,,2025-05-17,2025-05-31
947,1292,monthly,expired,2025-07-17,,,2025-07-17,2025-07-31
948,1293,yearly,expired,2025-12-15,,,2025-12-15,2025-12-29
949,1294,monthly,trial,2025-12-30,,,2025-12-30,2026-01-13
950,1295,monthly,trial,2025-12-21,,,2025-12-21,2026-01-04
951,1296,monthly,active,2025-06-24,,,2025-06-10,2025-06-24
952,1298,monthly,expired,2025-09-21,,,2025-09-21,2025-10-05
953,1299,monthly,active,2025-12-28,,,2025-12-14,2025-12-28
954,1301,monthly,active,2025-11-24,,,2025-11-10,2025-11-24
955,1302,monthly,expired,2025-08-15,,,2025-08-15,2025-08-29
956,1305,yearly,active,2025-12-27,,,2025-12-13,2025-12-27
957,1306,monthly,trial,2026-01-04,,,2026-01-04,2026-01-18
958,1307,quarterly,expired,2025-10-12,,,2025-10-12,2025-10-26
959,1308,monthly,expired,2025-06-20,,,2025-06-20,2025-07-04
960,1309,quarterly,active,2025-08-05,,,2025-07-22,2025-08-05
961,1310,monthly,active,2025-06-23,,,2025-06-09,2025-06-23
962,1311,monthly,expired,2025-12-10,,,2025-12-10,2025-12-24
963,1313,monthly,active,2025-08-22,,,2025-08-08,2025-08-22
964,1314,monthly,expired,2025-12-13,,,2025-12-13,2025-12-27
965,1315,yearly,active,2025-08-30,,,2025-08-16,2025-08-30
966,1317,quarterly,canceled,2025-05-14,2025-10-12,payment_issues,2025-04-30,2025-05-14
967,1318,monthly,active,2025-11-23,,,2025-11-09,2025-11-23
968,1319,monthly,active,2025-11-01,,,2025-10-18,2025-11-01
969,1320,monthly,expired,2025-01-26,,,2025-01-26,2025-02-09
970,1321,monthly,active,2025-04-18,,,2025-04-04,2025-04-18
971,1324,monthly,trial,2025-12-25,,,2025-12-25,2026-01-08
972,1325,monthly,canceled,2025-08-06,2025-11-24,not_using_enough,2025-07-23,2025-08-06
973,1326,monthly,expired,2025-09-06,,,2025-09-06,2025-09-20
974,1328,monthly,active,2025-09-08,,,2025-08-25,2025-09-08
975,1330,quarterly,canceled,2025-09-22,2025-11-18,missing_features,2025-09-08,2025-09-22
976,1331,monthly,expired,2025-04-30,,,2025-04-30,2025-05-14
977,1333,yearly,active,2025-04-25,,,2025-04-11,2025-04-25
978,1334,monthly,expired,2025-08-07,,,2025-08-07,2025-08-21
979,1335,monthly,expired,2025-10-25,,,2025-10-25,2025-11-08
980,1338,monthly,active,2025-12-16,,,2025-12-02,2025-12-16
981,1339,monthly,expired,2025-09-11,,,2025-09-11,2025-09-25
982,1340,monthly,expired,2025-12-12,,,2025-12-12,2025-12-26
983,1341,monthly,expired,2025-03-16,,,2025-03-16,2025-03-30
984,1343,quarterly,active,2025-12-07,,,2025-11-23,2025-12-07
985,1344,quarterly,active,2025-07-04,,,2025-06-20,2025-07-04
986,1346,monthly,trial,2025-12-22,,,2025-12-22,2026-01-05
987,1348,monthly,canceled,2025-06-15,2025-11-03,switched_product,2025-06-01,2025-06-15
988,1350,yearly,active,2025-06-14,,,2025-05-31,2025-06-14
989,1352,monthly,expired,2025-12-12,,,2025-12-12,2025-12-26
990,1353,quarterly,expired,2025-08-30,,,2025-08-30,2025-09-13
991,1354,yearly,expired,2025-11-10,,,2025-11-10,2025-11-24
992,1356,monthly,active,2025-05-31,,,2025-05-17,2025-05-31
993,1357,monthly,expired,2025-08-11,,,2025-08-11,2025-08-25
994,1358,yearly,expired,2025-06-21,,,2025-06-21,2025-07-05
995,1359,quarterly,active,2025-12-26,,,2025-12-12,2025-12-26
996,1360,quarterly,active,2025-10-15,,,2025-10-01,2025-10-15
997,1361,quarterly,active,2025-09-12,,,2025-08-29,2025-09-12
998,1362,quarterly,expired,2025-11-06,,,2025-11-06,2025-11-20
999,1363,yearly,expired,2025-06-27,,,2025-06-27,2025-07-11
1000,1365,monthly,expired,2025-07-06,,,2025-07-06,2025-07-20
1001,1366,quarterly,active,2025-12-13,,,2025-11-29,2025-12-13
1002,1368,quarterly,active,2025-05-29,,,2025-05-15,2025-05-29
1003,1370,quarterly,trial,2025-12-30,,,2025-12-30,2026-01-13
1004,1372,quarterly,expired,2025-11-06,,,2025-11-06,2025-11-20
1005,1373,quarterly,expired,2025-12-13,,,2025-12-13,2025-12-27
1006,1375,monthly,active,2025-10-26,,,2025-10-12,2025-10-26
1007,1377,yearly,active,2025-06-16,,,2025-06-02,2025-06-16
1008,1378,quarterly,expired,2025-09-29,,,2025-09-29,2025-10-13
1009,1379,yearly,trial,2025-12-23,,,2025-12-23,2026-01-06
1010,1380,monthly,trial,2025-12-31,,,2025-12-31,2026-01-14
1011,1383,quarterly,canceled,2025-10-31,2025-12-19,missing_features,2025-10-17,2025-10-31
1012,1384,monthly,expired,2025-10-24,,,2025-10-24,2025-11-07
1013,1386,monthly,expired,2025-09-05,,,2025-09-05,2025-09-19
1014,1387,monthly,expired,2025-11-07,,,2025-11-07,2025-11-21
1015,1390,monthly,active,2025-12-10,,,2025-11-26,2025-12-10
1016,1391,monthly,canceled,2025-06-19,2025-08-06,too_expensive,2025-06-05,2025-06-19
1017,1392,monthly,active,2025-09-19,,,2025-09-05,2025-09-19
1018,1395,monthly,canceled,2025-10-31,2025-12-23,too_expensive,2025-10-17,2025-10-31
1019,1396,monthly,active,2025-09-21,,,2025-09-07,2025-09-21
1020,1397,monthly,active,2025-06-01,,,2025-05-18,2025-06-01
1021,1399,monthly,active,2025-08-12,,,2025-07-29,2025-08-12
1022,1401,yearly,canceled,2025-09-19,2025-11-05,not_using_enough,2025-09-05,2025-09-19
1023,1402,monthly,expired,2025-12-06,,,2025-12-06,2025-12-20
1024,1403,yearly,trial,2026-01-03,,,2026-01-03,2026-01-17
1025,1404,yearly,canceled,2025-08-06,2025-12-04,too_expensive,2025-07-23,2025-08-06
1026,1405,monthly,expired,2025-09-04,,,2025-09-04,2025-09-18
1027,1406,monthly,canceled,2025-10-02,2025-12-06,other,2025-09-18,2025-10-02
1028,1407,monthly,expired,2025-10-09,,,2025-10-09,2025-10-23
1029,1409,yearly,active,2025-06-10,,,2025-05-27,2025-06-10
1030,1410,monthly,active,2025-05-27,2025-09-21,payment_issues,2025-05-13,2025-05-27
1031,1415,monthly,canceled,2025-05-06,2025-07-22,other,2025-04-22,2025-05-06
1032,1416,monthly,expired,2025-12-01,,,2025-12-01,2025-12-15
1033,1417,monthly,active,2025-11-06,,,2025-10-23,2025-11-06
1034,1418,quarterly,active,2025-05-27,,,2025-05-13,2025-05-27
1035,1419,monthly,expired,2025-08-18,,,2025-08-18,2025-09-01
1036,1420,quarterly,canceled,2025-05-04,2025-11-09,switched_product,2025-04-20,2025-05-04
1037,1421,quarterly,expired,2025-06-25,,,2025-06-25,2025-07-09
1038,1422,monthly,canceled,2025-07-29,2025-12-08,too_expensive,2025-07-15,2025-07-29
1039,1424,quarterly,expired,2025-01-14,,,2025-01-14,2025-01-28
1040,1426,monthly,expired,2025-09-27,,,2025-09-27,2025-10-11
1041,1427,monthly,expired,2025-04-12,,,2025-04-12,2025-04-26
1042,1428,monthly,expired,2025-11-06,,,2025-11-06,2025-11-20
1043,1429,monthly,active,2025-07-02,2025-09-29,not_using_enough,2025-06-18,2025-07-02
1044,1430,quarterly,expired,2025-11-27,,,2025-11-27,2025-12-11
1045,1432,monthly,canceled,2025-11-24,2025-12-29,switched_product,2025-11-10,2025-11-24
1046,1434,quarterly,canceled,2025-03-29,2025-09-27,not_using_enough,2025-03-15,2025-03-29
1047,1435,monthly,expired,2025-11-19,,,2025-11-19,2025-12-03
1048,1436,monthly,expired,2025-07-21,,,2025-07-21,2025-08-04
1049,1437,quarterly,active,2025-08-20,,,2025-08-06,2025-08-20
1050,1438,quarterly,active,2025-12-23,,,2025-12-09,2025-12-23
1051,1439,monthly,active,2025-11-24,,,2025-11-10,2025-11-24
1052,1440,monthly,expired,2025-05-30,,,2025-05-30,2025-06-13
1053,1441,monthly,expired,2025-10-10,,,2025-10-10,2025-10-24
1054,1442,monthly,expired,2025-08-07,,,2025-08-07,2025-08-21
1055,1444,monthly,active,2025-12-01,,,2025-11-17,2025-12-01
1056,1445,monthly,active,2025-12-23,,,2025-12-09,2025-12-23
1057,1447,monthly,expired,2025-10-01,,,2025-10-01,2025-10-15
1058,1448,yearly,expired,2025-07-29,,,2025-07-29,2025-08-12
1059,1450,monthly,trial,2025-12-31,,,2025-12-31,2026-01-14
1060,1451,monthly,expired,2025-08-12,,,2025-08-12,2025-08-26
1061,1452,monthly,expired,2025-03-31,,,2025-03-31,2025-04-14
1062,1453,monthly,canceled,2025-11-03,2025-12-20,switched_product,2025-10-20,2025-11-03
1063,1454,quarterly,expired,2025-10-06,,,2025-10-06,2025-10-20
1064,1455,monthly,expired,2025-08-24,,,2025-08-24,2025-09-07
1065,1457,yearly,active,2025-10-28,,,2025-10-14,2025-10-28
1066,1458,quarterly,canceled,2025-05-26,2025-11-08,missing_features,2025-05-12,2025-05-26
1067,1460,monthly,active,2025-10-12,,,2025-09-28,2025-10-12
1068,1461,monthly,active,2025-12-16,,,2025-12-02,2025-12-16
1069,1462,monthly,trial,2025-12-27,,,2025-12-27,2026-01-10
1070,1463,monthly,active,2025-08-25,,,2025-08-11,2025-08-25
1071,1464,monthly,expired,2025-05-20,,,2025-05-20,2025-06-03
1072,1465,monthly,canceled,2025-07-12,2025-10-26,too_expensive,2025-06-28,2025-07-12
1073,1466,monthly,expired,2025-11-28,,,2025-11-28,2025-12-12
1074,1468,monthly,active,2025-08-17,,,2025-08-03,2025-08-17
1075,1470,monthly,canceled,2025-08-28,2025-12-31,not_using_enough,2025-08-14,2025-08-28
1076,1471,monthly,active,2025-12-24,,,2025-12-10,2025-12-24
1077,1472,monthly,active,2025-10-15,,,2025-10-01,2025-10-15
1078,1474,monthly,active,2025-08-18,,,2025-08-04,2025-08-18
1079,1475,monthly,active,2025-11-26,,,2025-11-12,2025-11-26
1080,1476,quarterly,active,2025-11-30,,,2025-11-16,2025-11-30
1081,1477,yearly,active,2025-07-24,,,2025-07-10,2025-07-24
1082,1478,monthly,active,2025-11-15,,,2025-11-01,2025-11-15
1083,1480,yearly,expired,2025-11-21,,,2025-11-21,2025-12-05
1084,1481,monthly,active,2025-11-03,,,2025-10-20,2025-11-03
1085,1482,monthly,active,2025-08-24,,,2025-08-10,2025-08-24
1086,1483,monthly,expired,2025-07-05,,,2025-07-05,2025-07-19
1087,1484,monthly,trial,2026-01-04,,,2026-01-04,2026-01-18
1088,1485,monthly,expired,2025-09-29,,,2025-09-29,2025-10-13
1089,1486,quarterly,trial,2025-12-28,,,2025-12-28,2026-01-11
1090,1487,monthly,active,2025-04-27,,,2025-04-13,2025-04-27
1091,1490,monthly,active,2025-11-17,,,2025-11-03,2025-11-17
1092,1491,quarterly,expired,2025-05-25,,,2025-05-25,2025-06-08
1093,1492,monthly,expired,2025-04-22,,,2025-04-22,2025-05-06
1094,1494,yearly,expired,2025-08-15,,,2025-08-15,2025-08-29
1095,1495,monthly,expired,2025-06-20,,,2025-06-20,2025-07-04
1096,1496,yearly,expired,2025-08-01,,,2025-08-01,2025-08-15
1097,1497,monthly,active,2025-09-27,,,2025-09-13,2025-09-27
1098,1499,monthly,canceled,2025-10-10,2025-12-22,switched_product,2025-09-26,2025-10-10
1099,1500,monthly,expired,2025-05-26,,,2025-05-26,2025-06-09
1100,1501,monthly,expired,2025-10-04,,,2025-10-04,2025-10-18
1101,1503,monthly,active,2025-08-29,,,2025-08-15,2025-08-29
1102,1504,quarterly,expired,2025-02-12,,,2025-02-12,2025-02-26
1103,1505,quarterly,active,2025-11-12,,,2025-10-29,2025-11-12
1104,1507,monthly,active,2025-12-03,,,2025-11-19,2025-12-03
1105,1508,monthly,active,2025-09-19,,,2025-09-05,2025-09-19
1106,1510,monthly,expired,2025-08-07,,,2025-08-07,2025-08-21
1107,1511,monthly,active,2025-10-16,,,2025-10-02,2025-10-16
1108,1514,quarterly,active,2025-12-18,,,2025-12-04,2025-12-18
1109,1515,monthly,trial,2025-12-25,,,2025-12-25,2026-01-08
1110,1516,monthly,active,2025-12-21,,,2025-12-07,2025-12-21
1111,1517,monthly,expired,2025-11-28,,,2025-11-28,2025-12-12
1112,1518,monthly,active,2025-07-13,,,2025-06-29,2025-07-13
1113,1519,monthly,active,2025-05-09,,,2025-04-25,2025-05-09
1114,1520,quarterly,expired,2025-10-14,,,2025-10-14,2025-10-28
1115,1521,yearly,expired,2025-06-07,,,2025-06-07,2025-06-21
1116,1522,yearly,expired,2025-11-23,,,2025-11-23,2025-12-07
1117,1523,monthly,expired,2025-07-11,,,2025-07-11,2025-07-25
1118,1524,yearly,expired,2025-10-22,,,2025-10-22,2025-11-05
1119,1525,monthly,canceled,2025-06-20,2025-12-14,not_using_enough,2025-06-06,2025-06-20
1120,1526,quarterly,canceled,2025-07-26,2025-10-23,not_using_enough,2025-07-12,2025-07-26
1121,1528,monthly,expired,2025-11-02,,,2025-11-02,2025-11-16
1122,1529,quarterly,active,2025-12-25,,,2025-12-11,2025-12-25
1123,1530,monthly,trial,2025-12-29,,,2025-12-29,2026-01-12
1124,1532,quarterly,expired,2025-11-11,,,2025-11-11,2025-11-25
1125,1533,quarterly,active,2025-12-09,,,2025-11-25,2025-12-09
1126,1536,monthly,active,2025-12-03,,,2025-11-19,2025-12-03
1127,1537,monthly,expired,2025-11-01,,,2025-11-01,2025-11-15
1128,1538,monthly,expired,2025-12-14,,,2025-12-14,2025-12-28
1129,1539,monthly,canceled,2025-03-17,2025-11-27,not_using_enough,2025-03-03,2025-03-17
1130,1540,monthly,active,2025-12-09,,,2025-11-25,2025-12-09
1131,1541,yearly,expired,2025-12-01,,,2025-12-01,2025-12-15
1132,1543,monthly,canceled,2025-07-28,2025-10-28,too_expensive,2025-07-14,2025-07-28
1133,1544,monthly,expired,2025-07-19,,,2025-07-19,2025-08-02
1134,1545,yearly,active,2025-11-22,,,2025-11-08,2025-11-22
1135,1546,quarterly,active,2025-10-06,,,2025-09-22,2025-10-06
1136,1549,monthly,active,2025-09-12,,,2025-08-29,2025-09-12
1137,1550,monthly,trial,2025-12-18,,,2025-12-18,2026-01-01
1138,1551,monthly,active,2025-03-23,,,2025-03-09,2025-03-23
1139,1552,monthly,active,2025-11-23,,,2025-11-09,2025-11-23
1140,1553,quarterly,active,2025-09-17,,,2025-09-03,2025-09-17
1141,1554,monthly,active,2025-12-11,,,2025-11-27,2025-12-11
1142,1555,quarterly,active,2025-09-02,,,2025-08-19,2025-09-02
1143,1556,yearly,active,2025-08-30,,,2025-08-16,2025-08-30
1144,1557,monthly,canceled,2025-11-25,2025-12-30,switched_product,2025-11-11,2025-11-25
1145,1559,monthly,canceled,2025-09-13,2025-11-20,too_expensive,2025-08-30,2025-09-13
1146,1560,monthly,expired,2025-11-27,,,2025-11-27,2025-12-11
1147,1561,monthly,expired,2025-10-29,,,2025-10-29,2025-11-12
1148,1562,quarterly,active,2025-07-16,,,2025-07-02,2025-07-16
1149,1563,quarterly,expired,2025-09-21,,,2025-09-21,2025-10-05
1150,1564,monthly,expired,2025-06-15,,,2025-06-15,2025-06-29
1151,1565,quarterly,active,2025-07-26,,,2025-07-12,2025-07-26
1152,1566,monthly,expired,2025-08-04,,,2025-08-04,2025-08-18
1153,1567,monthly,active,2025-09-03,,,2025-08-20,2025-09-03
1154,1568,yearly,expired,2025-02-20,,,2025-02-20,2025-03-06
1155,1569,monthly,canceled,2025-08-31,2025-12-24,switched_product,2025-08-17,2025-08-31
1156,1570,monthly,expired,2025-01-22,,,2025-01-22,2025-02-05
1157,1574,monthly,active,2025-12-18,,,2025-12-04,2025-12-18
1158,1575,yearly,expired,2025-09-11,,,2025-09-11,2025-09-25
1159,1576,monthly,active,2025-11-28,,,2025-11-14,2025-11-28
1160,1577,monthly,canceled,2025-08-20,2025-11-24,not_using_enough,2025-08-06,2025-08-20
1161,1578,quarterly,active,2025-10-16,,,2025-10-02,2025-10-16
1162,1579,yearly,expired,2025-06-09,,,2025-06-09,2025-06-23
1163,1580,monthly,expired,2025-08-19,,,2025-08-19,2025-09-02
1164,1581,yearly,expired,2025-09-26,,,2025-09-26,2025-10-10
1165,1583,monthly,expired,2025-04-01,,,2025-04-01,2025-04-15
1166,1586,quarterly,trial,2025-12-28,,,2025-12-28,2026-01-11
1167,1588,monthly,canceled,2025-10-08,2025-12-20,not_using_enough,2025-09-24,2025-10-08
1168,1589,monthly,expired,2025-09-30,,,2025-09-30,2025-10-14
1169,1591,quarterly,canceled,2025-11-02,2025-12-29,too_expensive,2025-10-19,2025-11-02
1170,1593,monthly,expired,2025-09-21,,,2025-09-21,2025-10-05
1171,1594,monthly,expired,2025-07-19,,,2025-07-19,2025-08-02
1172,1595,monthly,active,2025-09-02,,,2025-08-19,2025-09-02
1173,1596,yearly,expired,2025-12-03,,,2025-12-03,2025-12-17
1174,1597,quarterly,trial,2025-12-27,,,2025-12-27,2026-01-10
1175,1599,monthly,trial,2025-12-21,,,2025-12-21,2026-01-04
1176,1600,quarterly,canceled,2025-07-22,2025-09-03,not_using_enough,2025-07-08,2025-07-22
1177,1603,monthly,active,2025-09-12,2025-11-10,missing_features,2025-08-29,2025-09-12
1178,1604,yearly,expired,2025-09-26,,,2025-09-26,2025-10-10
1179,1606,quarterly,canceled,2025-09-24,2025-11-06,too_expensive,2025-09-10,2025-09-24
1180,1607,quarterly,expired,2025-06-28,,,2025-06-28,2025-07-12
1181,1609,quarterly,active,2025-12-14,,,2025-11-30,2025-12-14
1182,1610,monthly,trial,2025-12-20,,,2025-12-20,2026-01-03
1183,1611,yearly,active,2025-07-15,,,2025-07-01,2025-07-15
1184,1613,monthly,expired,2025-07-15,,,2025-07-15,2025-07-29
1185,1615,yearly,active,2025-02-27,,,2025-02-13,2025-02-27
1186,1616,monthly,expired,2025-10-28,,,2025-10-28,2025-11-11
1187,1619,quarterly,expired,2025-12-16,,,2025-12-16,2025-12-30
1188,1620,monthly,trial,2025-12-27,,,2025-12-27,2026-01-10
1189,1621,yearly,active,2025-07-23,,,2025-07-09,2025-07-23
1190,1623,monthly,expired,2025-04-09,,,2025-04-09,2025-04-23
1191,1625,monthly,trial,2025-12-26,,,2025-12-26,2026-01-09
1192,1626,monthly,expired,2025-03-28,,,2025-03-28,2025-04-11
1193,1628,monthly,canceled,2025-09-12,2025-12-30,payment_issues,2025-08-29,2025-09-12
1194,1629,quarterly,expired,2025-10-21,,,2025-10-21,2025-11-04
1195,1631,monthly,active,2025-11-21,,,2025-11-07,2025-11-21
1196,1634,monthly,active,2025-07-02,,,2025-06-18,2025-07-02
1197,1635,monthly,active,2025-10-16,,,2025-10-02,2025-10-16
1198,1636,monthly,trial,2025-12-21,,,2025-12-21,2026-01-04
1199,1637,quarterly,active,2025-05-28,,,2025-05-14,2025-05-28
1200,1639,monthly,active,2025-11-17,,,2025-11-03,2025-11-17
1201,1640,monthly,trial,2025-12-21,,,2025-12-21,2026-01-04
1202,1641,yearly,active,2025-10-16,,,2025-10-02,2025-10-16
1203,1642,monthly,trial,2026-01-03,,,2026-01-03,2026-01-17
1204,1643,monthly,expired,2025-03-12,,,2025-03-12,2025-03-26
1205,1644,quarterly,active,2025-12-29,,,2025-12-15,2025-12-29
1206,1645,yearly,canceled,2025-07-18,2025-11-20,too_expensive,2025-07-04,2025-07-18
1207,1646,monthly,expired,2025-11-05,,,2025-11-05,2025-11-19
1208,1647,quarterly,trial,2025-12-25,,,2025-12-25,2026-01-08
1209,1648,monthly,expired,2025-07-11,,,2025-07-11,2025-07-25
1210,1650,monthly,canceled,2025-08-01,2025-12-28,not_using_enough,2025-07-18,2025-08-01
1211,1651,monthly,canceled,2025-07-21,2025-09-29,too_expensive,2025-07-07,2025-07-21
1212,1652,quarterly,expired,2025-11-20,,,2025-11-20,2025-12-04
1213,1653,monthly,canceled,2025-10-11,2025-12-19,missing_features,2025-09-27,2025-10-11
1214,1654,quarterly,trial,2026-01-02,,,2026-01-02,2026-01-16
1215,1655,quarterly,expired,2025-11-13,,,2025-11-13,2025-11-27
1216,1656,monthly,expired,2025-12-09,,,2025-12-09,2025-12-23
1217,1657,monthly,expired,2025-11-20,,,2025-11-20,2025-12-04
1218,1658,monthly,active,2025-08-17,,,2025-08-03,2025-08-17
1219,1659,monthly,expired,2025-10-05,,,2025-10-05,2025-10-19
1220,1660,yearly,trial,2025-12-30,,,2025-12-30,2026-01-13
1221,1661,monthly,active,2025-06-21,,,2025-06-07,2025-06-21
1222,1662,yearly,active,2025-09-26,,,2025-09-12,2025-09-26
1223,1663,monthly,canceled,2025-04-25,2025-07-24,payment_issues,2025-04-11,2025-04-25
1224,1664,monthly,trial,2025-12-25,,,2025-12-25,2026-01-08
1225,1666,monthly,active,2025-08-10,2025-10-03,payment_issues,2025-07-27,2025-08-10
1226,1668,monthly,active,2025-08-21,,,2025-08-07,2025-08-21
1227,1669,monthly,expired,2025-10-25,,,2025-10-25,2025-11-08
1228,1670,monthly,canceled,2025-10-06,2025-12-15,not_using_enough,2025-09-22,2025-10-06
1229,1671,monthly,canceled,2025-05-22,2025-09-06,not_using_enough,2025-05-08,2025-05-22
1230,1672,quarterly,expired,2025-03-24,,,2025-03-24,2025-04-07
1231,1674,yearly,expired,2025-06-22,,,2025-06-22,2025-07-06
1232,1676,monthly,canceled,2025-02-18,2025-10-11,missing_features,2025-02-04,2025-02-18
1233,1678,monthly,canceled,2025-10-25,2025-12-03,missing_features,2025-10-11,2025-10-25
1234,1679,monthly,trial,2025-12-24,,,2025-12-24,2026-01-07
1235,1680,quarterly,active,2025-07-22,,,2025-07-08,2025-07-22
1236,1681,monthly,active,2025-12-28,,,2025-12-14,2025-12-28
1237,1683,monthly,active,2025-07-01,,,2025-06-17,2025-07-01
1238,1684,monthly,expired,2025-11-22,,,2025-11-22,2025-12-06
1239,1685,quarterly,expired,2025-10-19,,,2025-10-19,2025-11-02
1240,1686,monthly,expired,2025-08-24,,,2025-08-24,2025-09-07
1241,1687,monthly,trial,2025-12-28,,,2025-12-28,2026-01-11
1242,1688,yearly,active,2025-12-05,,,2025-11-21,2025-12-05
1243,1690,quarterly,active,2025-12-19,,,2025-12-05,2025-12-19
1244,1691,monthly,expired,2025-08-13,,,2025-08-13,2025-08-27
1245,1693,monthly,active,2025-10-24,,,2025-10-10,2025-10-24
1246,1695,quarterly,trial,2025-12-22,,,2025-12-22,2026-01-05
1247,1696,monthly,expired,2025-10-24,,,2025-10-24,2025-11-07
1248,1697,monthly,active,2025-12-08,,,2025-11-24,2025-12-08
1249,1698,quarterly,expired,2025-08-08,,,2025-08-08,2025-08-22
1250,1700,quarterly,active,2025-07-15,,,2025-07-01,2025-07-15
1251,1703,yearly,trial,2025-12-21,,,2025-12-21,2026-01-04
1252,1705,quarterly,expired,2025-07-31,,,2025-07-31,2025-08-14
1253,1706,monthly,active,2025-12-07,,,2025-11-23,2025-12-07
1254,1707,monthly,expired,2025-09-27,,,2025-09-27,2025-10-11
1255,1709,monthly,expired,2025-06-27,,,2025-06-27,2025-07-11
1256,1711,monthly,expired,2025-09-21,,,2025-09-21,2025-10-05
1257,1713,monthly,active,2025-09-27,,,2025-09-13,2025-09-27
1258,1714,monthly,expired,2025-08-16,,,2025-08-16,2025-08-30
1259,1715,monthly,expired,2025-03-10,,,2025-03-10,2025-03-24
1260,1716,monthly,active,2025-11-16,,,2025-11-02,2025-11-16
1261,1717,monthly,expired,2025-02-26,,,2025-02-26,2025-03-12
1262,1718,monthly,trial,2025-12-31,,,2025-12-31,2026-01-14
1263,1719,yearly,active,2025-10-29,,,2025-10-15,2025-10-29
1264,1720,monthly,active,2025-12-15,,,2025-12-01,2025-12-15
1265,1723,monthly,expired,2025-12-03,,,2025-12-03,2025-12-17
1266,1724,yearly,active,2025-11-09,,,2025-10-26,2025-11-09
