user_id,signup_date,country,acquisition_channel_id,device_type,language,age_group
1166,2025-11-15,UAE,2,ios,en,18-24
1167,2025-02-24,Germany,5,ios,de,25-34
1168,2025-05-29,Poland,3,android,en,35-44
1169,2025-12-09,Armenia,2,web,ru,18-24
1170,2025-05-17,UAE,5,android,ar,45-54
1171,2025-11-29,UAE,3,android,ar,35-44
1172,2025-11-09,Armenia,5,web,hy,18-24
1173,2025-04-27,Georgia,2,web,en,35-44
1174,2025-11-12,Kazakhstan,2,ios,ru,25-34
1175,2025-11-30,Germany,5,web,en,35-44
1176,2025-11-29,Turkey,3,ios,en,45-54
1177,2025-11-23,Armenia,1,android,en,18-24
1178,2025-01-25,Russia,5,ios,ru,35-44
1179,2025-11-23,Georgia,3,web,en,35-44
1180,2025-04-12,Germany,4,ios,de,45-54
1181,2025-10-21,Turkey,4,ios,tr,18-24
1182,2025-10-05,Kazakhstan,5,ios,ru,25-34
1183,2025-12-13,Russia,2,ios,ru,35-44
1184,2025-01-17,Turkey,8,web,en,18-24
1185,2025-09-23,Russia,2,ios,en,18-24
1186,2025-12-30,UAE,4,web,en,25-34
1187,2025-09-08,Germany,6,web,en,35-44
1188,2025-07-19,Armenia,5,android,ru,55+
1189,2025-11-02,Kazakhstan,1,ios,en,55+
1190,2025-06-01,Georgia,2,ios,en,25-34
1191,2025-12-11,Russia,1,android,ru,18-24
1192,2025-07-07,Russia,8,web,ru,25-34
1193,2025-07-17,Germany,5,ios,de,18-24
1194,2025-12-10,Poland,5,ios,pl,35-44
1195,2025-10-06,Germany,2,android,de,35-44
1196,2025-06-26,Germany,2,web,en,25-34
1197,2025-10-12,Germany,4,ios,de,55+
1198,2025-03-04,Georgia,4,ios,en,45-54
1199,2025-05-30,Germany,6,android,de,35-44
1200,2025-07-09,Armenia,4,android,hy,45-54
1201,2025-06-05,Turkey,8,web,tr,18-24
1202,2025-02-18,Russia,1,android,en,35-44
1203,2025-12-03,Turkey,6,ios,tr,25-34
1204,2025-10-11,UAE,1,ios,en,35-44
1205,2025-12-27,Georgia,7,ios,en,25-34
1206,2025-11-11,Poland,4,android,en,18-24
1207,2025-11-15,Germany,5,web,en,25-34
1208,2025-04-28,Poland,8,web,pl,25-34
1209,2025-12-08,Kazakhstan,2,android,en,35-44
1210,2025-03-04,Armenia,3,ios,hy,35-44
1211,2025-07-08,Georgia,2,android,en,25-34
1212,2025-12-26,Germany,4,ios,de,18-24
1213,2025-04-21,Armenia,1,android,en,35-44
1214,2025-11-23,Poland,4,ios,en,25-34
1215,2025-09-14,Kazakhstan,5,ios,kk,25-34
1216,2025-08-12,Turkey,2,android,tr,25-34
1217,2025-05-21,Germany,6,web,de,25-34
1218,2025-10-29,UAE,4,ios,en,55+
1219,2025-09-06,Turkey,4,web,en,35-44
1220,2025-11-19,Armenia,4,ios,hy,25-34
1221,2025-02-01,Russia,4,android,ru,18-24
1222,2025-10-07,Russia,5,ios,en,35-44
1223,2025-10-12,Kazakhstan,2,android,en,25-34
1224,2025-11-01,Armenia,3,android,hy,55+
1225,2025-10-13,Germany,6,web,de,18-24
1226,2025-05-24,Kazakhstan,6,android,ru,18-24
1227,2025-05-28,Germany,3,ios,de,18-24
1228,2025-04-28,Germany,5,ios,en,25-34
1229,2025-12-04,Turkey,4,ios,tr,25-34
1230,2025-12-04,Georgia,5,web,ka,35-44
1231,2025-06-24,Georgia,1,android,en,18-24
1232,2025-10-28,Russia,8,web,en,35-44
1233,2025-06-24,Kazakhstan,1,android,ru,18-24
1234,2025-11-15,Turkey,6,web,tr,25-34
1235,2025-08-10,UAE,6,android,ar,35-44
1236,2025-06-15,Germany,5,ios,de,18-24
1237,2025-11-15,Armenia,2,web,hy,45-54
1238,2025-09-06,Turkey,4,ios,tr,25-34
1239,2025-09-21,Poland,6,android,en,25-34
1240,2025-05-27,Germany,8,android,de,18-24
1241,2025-12-25,Kazakhstan,8,web,kk,55+
1242,2025-11-05,Russia,1,android,ru,25-34
1243,2025-10-15,Russia,5,ios,ru,45-54
1244,2025-09-23,Kazakhstan,2,android,ru,45-54
1245,2025-06-11,Kazakhstan,2,ios,ru,45-54
1246,2025-03-28,Kazakhstan,6,ios,en,25-34
1247,2025-08-04,Armenia,1,ios,hy,25-34
1248,2025-10-15,Georgia,1,android,en,25-34
1249,2025-07-12,Turkey,6,android,tr,25-34
1250,2025-12-15,Russia,8,ios,ru,25-34
1251,2025-08-02,Georgia,5,android,en,25-34
1252,2025-11-17,Russia,1,web,en,25-34
1253,2025-11-09,Kazakhstan,5,ios,ru,25-34
1254,2025-12-04,Poland,5,web,pl,18-24
1255,2025-11-19,Germany,5,ios,de,45-54
1256,2025-09-12,Poland,2,ios,pl,25-34
1257,2025-12-14,Russia,6,web,ru,25-34
1258,2025-07-06,Kazakhstan,6,ios,ru,45-54
1259,2025-10-16,Georgia,2,android,en,18-24
1260,2025-08-27,Russia,7,ios,ru,35-44
1261,2025-08-17,Kazakhstan,6,ios,kk,18-24
1262,2025-09-10,Russia,7,android,ru,25-34
1263,2025-05-06,Armenia,6,ios,en,25-34
1264,2025-06-26,UAE,8,ios,en,25-34
1265,2025-04-02,Turkey,5,ios,tr,35-44
1266,2025-09-21,Germany,1,ios,de,35-44
1267,2025-10-18,Russia,5,ios,ru,18-24
1268,2025-05-07,Kazakhstan,1,ios,kk,25-34
1269,2025-06-17,Russia,1,android,en,18-24
1270,2025-03-21,Kazakhstan,7,ios,en,25-34
1271,2025-10-21,Georgia,4,android,ka,35-44
1272,2025-11-29,Georgia,8,web,ka,18-24
1273,2025-10-29,UAE,8,ios,ar,35-44
1274,2025-12-09,Russia,7,android,ru,25-34
1275,2025-11-06,Poland,6,web,en,25-34
1276,2025-08-11,Germany,2,ios,de,25-34
1277,2025-11-07,Russia,5,android,ru,35-44
1278,2025-01-28,Russia,3,ios,en,18-24
1279,2025-11-26,UAE,4,ios,en,35-44
1280,2025-09-20,Kazakhstan,1,android,ru,25-34
1281,2025-11-24,Russia,7,web,en,35-44
1282,2025-08-24,Turkey,4,ios,en,35-44
1283,2025-08-02,Russia,1,web,en,18-24
1284,2025-05-27,Kazakhstan,8,android,en,25-34
1285,2025-10-09,Poland,6,web,pl,25-34
1286,2025-08-20,Poland,1,android,en,35-44
1287,2025-10-12,Kazakhstan,7,android,ru,25-34
1288,2025-07-07,Armenia,6,android,hy,18-24
1289,2025-05-14,Russia,4,ios,ru,35-44
1290,2025-05-31,Kazakhstan,1,android,ru,35-44
1291,2025-10-30,Georgia,6,android,en,25-34
1292,2025-07-16,Georgia,1,android,en,45-54
1293,2025-12-09,Turkey,3,android,en,25-34
1294,2025-12-29,Kazakhstan,7,ios,kk,35-44
1295,2025-12-18,Armenia,2,android,en,45-54
1296,2025-06-07,Russia,1,android,en,18-24
1297,2025-03-18,Germany,8,web,en,18-24
1298,2025-09-18,Armenia,2,web,ru,18-24
1299,2025-12-09,Turkey,5,web,en,45-54
1300,2025-09-13,Russia,6,ios,ru,25-34
1301,2025-11-09,Turkey,2,ios,en,35-44
1302,2025-08-14,Turkey,2,ios,tr,45-54
1303,2025-12-13,Turkey,5,ios,en,25-34
1304,2025-12-21,Kazakhstan,6,web,ru,45-54
1305,2025-12-08,Georgia,2,ios,en,35-44
1306,2025-12-30,Poland,6,android,en,25-34
1307,2025-10-07,Turkey,4,web,tr,25-34
1308,2025-06-19,Kazakhstan,8,android,ru,18-24
1309,2025-07-21,Georgia,4,android,ru,18-24
1310,2025-06-07,UAE,6,web,en,45-54
1311,2025-12-06,Armenia,1,android,hy,45-54
1312,2025-12-13,Poland,1,android,pl,18-24
1313,2025-08-03,Russia,7,ios,ru,18-24
1314,2025-12-13,UAE,6,ios,en,25-34
1315,2025-08-12,Georgia,7,web,ru,45-54
1316,2025-09-02,UAE,7,ios,en,18-24
1317,2025-04-25,Georgia,3,ios,en,18-24
1318,2025-11-09,UAE,6,web,ar,35-44
1319,2025-10-14,UAE,3,ios,en,18-24
1320,2025-01-21,Armenia,1,web,ru,35-44
1321,2025-03-31,Turkey,3,android,en,25-34
1322,2025-10-23,Armenia,3,android,hy,55+
1323,2025-10-08,Armenia,1,ios,hy,35-44
1324,2025-12-25,Georgia,3,web,en,25-34
1325,2025-07-20,Poland,4,android,pl,18-24
1326,2025-09-03,Russia,6,android,ru,25-34
1327,2025-12-09,Russia,5,ios,en,18-24
1328,2025-08-23,Germany,6,ios,de,45-54
1329,2025-04-11,Turkey,5,ios,tr,25-34
1330,2025-09-03,UAE,7,android,en,25-34
1331,2025-04-27,Germany,4,web,en,25-34
1332,2025-04-19,UAE,5,ios,ar,18-24
1333,2025-04-08,Turkey,2,android,en,35-44
1334,2025-08-03,Germany,1,android,de,25-34
1335,2025-10-20,UAE,1,android,ar,35-44
1336,2025-10-24,Kazakhstan,4,ios,kk,18-24
1337,2025-11-22,Georgia,6,ios,en,55+
1338,2025-11-27,Poland,2,android,pl,35-44
1339,2025-09-06,Germany,5,ios,en,35-44
1340,2025-12-07,UAE,5,ios,en,45-54
1341,2025-03-16,Georgia,2,android,ru,45-54
1342,2025-12-22,Kazakhstan,1,ios,kk,25-34
1343,2025-11-18,Poland,6,web,en,25-34
1344,2025-06-17,Russia,5,android,ru,35-44
1345,2025-09-16,Turkey,6,ios,en,25-34
1346,2025-12-21,Kazakhstan,6,ios,ru,35-44
1347,2025-08-13,Poland,6,android,pl,25-34
1348,2025-06-01,Russia,6,web,ru,55+
1349,2025-03-28,Georgia,1,ios,en,45-54
1350,2025-05-26,Kazakhstan,5,ios,ru,35-44
1351,2025-12-28,Georgia,5,android,ka,45-54
1352,2025-12-10,Kazakhstan,8,android,ru,25-34
1353,2025-08-25,Germany,6,android,en,55+
1354,2025-11-09,Germany,6,ios,en,25-34
1355,2025-10-14,Russia,5,web,ru,25-34
1356,2025-05-14,Germany,2,ios,en,25-34
1357,2025-08-07,Poland,2,ios,pl,45-54
1358,2025-06-17,Russia,2,android,ru,25-34
1359,2025-12-11,Russia,2,android,ru,35-44
1360,2025-09-25,Turkey,4,android,en,35-44
1361,2025-08-25,Turkey,1,android,tr,25-34
1362,2025-11-05,Germany,8,android,de,18-24
1363,2025-06-22,Turkey,3,ios,en,25-34
1364,2025-07-09,Germany,6,ios,en,18-24
1365,2025-07-01,Germany,1,android,de,35-44
1366,2025-11-25,Turkey,7,android,en,25-34
1367,2025-05-09,Germany,4,android,en,45-54
1368,2025-05-10,Russia,5,android,en,25-34
1369,2025-12-02,Germany,7,ios,de,25-34
1370,2025-12-29,Georgia,1,android,ka,25-34
1371,2025-12-26,Germany,2,android,de,25-34
1372,2025-11-03,Germany,2,android,en,25-34
1373,2025-12-11,UAE,4,ios,en,35-44
1374,2025-10-19,Kazakhstan,4,web,kk,25-34
1375,2025-10-09,Russia,6,ios,ru,45-54
1376,2025-01-29,Russia,3,ios,en,25-34
1377,2025-05-29,Georgia,1,ios,en,18-24
1378,2025-09-24,Poland,6,ios,en,35-44
1379,2025-12-18,Russia,5,web,en,35-44
1380,2025-12-27,Turkey,5,android,en,18-24
1381,2025-06-13,Poland,4,web,pl,55+
1382,2025-04-23,Germany,8,ios,en,18-24
1383,2025-10-14,Turkey,1,web,tr,25-34
1384,2025-10-22,Kazakhstan,2,web,ru,25-34
1385,2025-08-20,Armenia,2,android,hy,18-24
1386,2025-09-01,Turkey,7,android,tr,35-44
1387,2025-11-06,Turkey,1,web,en,45-54
1388,2025-04-08,Poland,7,android,pl,25-34
1389,2025-09-01,Kazakhstan,5,android,kk,25-34
1390,2025-11-25,Poland,3,android,en,25-34
1391,2025-06-01,UAE,3,android,en,25-34
1392,2025-09-03,Georgia,6,ios,en,18-24
1393,2025-07-10,UAE,3,android,ar,45-54
1394,2025-11-08,Germany,1,android,de,25-34
1395,2025-10-16,Georgia,8,android,ka,25-34
1396,2025-09-07,Armenia,2,android,hy,35-44
1397,2025-05-17,Turkey,5,web,tr,35-44
1398,2025-08-27,UAE,5,android,ar,45-54
1399,2025-07-28,Kazakhstan,2,web,kk,25-34
1400,2025-09-29,Turkey,4,ios,tr,55+
1401,2025-09-01,Kazakhstan,4,ios,ru,35-44
1402,2025-12-03,Kazakhstan,2,ios,ru,25-34
1403,2025-12-31,Kazakhstan,2,android,en,18-24
1404,2025-07-20,Georgia,1,web,ka,35-44
1405,2025-09-04,Russia,5,android,en,25-34
1406,2025-09-18,Germany,1,android,en,25-34
1407,2025-10-03,Georgia,8,web,en,25-34
1408,2025-10-23,Germany,5,web,en,18-24
1409,2025-05-26,Russia,1,web,en,35-44
1410,2025-05-09,Kazakhstan,2,android,kk,25-34
1411,2025-09-15,Georgia,7,android,ru,25-34
1412,2025-04-03,Poland,2,android,en,25-34
1413,2025-04-14,Georgia,5,web,en,35-44
1414,2025-09-17,Georgia,5,ios,en,18-24
1415,2025-04-19,Kazakhstan,8,ios,ru,35-44
1416,2025-11-26,Russia,3,android,en,25-34
1417,2025-10-18,Poland,2,ios,pl,45-54
1418,2025-05-11,Kazakhstan,7,ios,en,25-34
1419,2025-08-17,Armenia,1,ios,en,18-24
1420,2025-04-18,Russia,7,android,ru,35-44
1421,2025-06-21,Georgia,7,android,en,18-24
1422,2025-07-10,Kazakhstan,1,android,en,18-24
1423,2025-12-20,Armenia,6,android,hy,45-54
1424,2025-01-12,Poland,7,web,pl,35-44
1425,2025-10-02,Russia,6,android,ru,35-44
1426,2025-09-24,Turkey,1,ios,en,25-34
1427,2025-04-09,Kazakhstan,4,ios,ru,18-24
1428,2025-11-01,Russia,7,ios,ru,35-44
1429,2025-06-13,Russia,2,android,en,45-54
1430,2025-11-26,Kazakhstan,4,android,ru,25-34
1431,2025-09-25,Turkey,3,web,en,25-34
1432,2025-11-07,Kazakhstan,3,web,ru,25-34
1433,2025-10-30,Kazakhstan,7,web,ru,55+
1434,2025-03-14,Germany,5,android,de,35-44
1435,2025-11-14,UAE,1,android,en,35-44
1436,2025-07-18,Germany,6,web,de,25-34
1437,2025-08-04,Russia,3,android,en,25-34
1438,2025-12-05,UAE,1,ios,ar,25-34
1439,2025-11-08,Turkey,4,android,en,35-44
1440,2025-05-29,Kazakhstan,3,ios,ru,35-44
1441,2025-10-06,Germany,6,ios,de,25-34
1442,2025-08-03,Poland,6,ios,en,25-34
1443,2025-10-23,Armenia,1,ios,hy,45-54
1444,2025-11-16,Russia,3,android,en,45-54
1445,2025-12-07,Armenia,4,android,hy,25-34
1446,2025-05-31,Russia,1,web,ru,25-34
1447,2025-09-25,Kazakhstan,8,android,kk,35-44
1448,2025-07-25,Russia,7,android,en,25-34
1449,2025-06-28,UAE,1,web,ar,35-44
1450,2025-12-31,Germany,3,android,de,25-34
1451,2025-08-11,Poland,8,ios,pl,25-34
1452,2025-03-30,Poland,4,android,pl,25-34
1453,2025-10-15,Georgia,8,web,ka,18-24
1454,2025-10-03,Poland,5,android,pl,35-44
1455,2025-08-24,Russia,7,ios,en,25-34
1456,2025-07-18,Germany,1,android,de,18-24
1457,2025-10-09,Georgia,3,android,en,35-44
1458,2025-05-10,Georgia,1,ios,en,25-34
1459,2025-09-07,Germany,5,ios,en,35-44
1460,2025-09-27,Russia,5,android,en,25-34
1461,2025-12-01,Kazakhstan,2,ios,ru,35-44
1462,2025-12-25,Turkey,1,web,en,25-34
1463,2025-08-08,Germany,1,web,de,18-24
1464,2025-05-17,Russia,7,android,en,18-24
1465,2025-06-25,Kazakhstan,1,android,kk,45-54
1466,2025-11-24,Russia,5,ios,ru,35-44
1467,2025-11-11,Russia,2,ios,en,18-24
1468,2025-08-03,Russia,6,ios,ru,25-34
1469,2025-03-23,Kazakhstan,2,android,ru,25-34
1470,2025-08-11,Russia,4,ios,ru,18-24
1471,2025-12-06,Georgia,1,web,ru,35-44
1472,2025-09-30,Kazakhstan,7,android,kk,35-44
1473,2025-11-21,Germany,8,ios,en,55+
1474,2025-08-02,Armenia,8,android,ru,18-24
1475,2025-11-11,Poland,5,web,en,35-44
1476,2025-11-14,UAE,1,web,en,35-44
1477,2025-07-07,Turkey,7,android,tr,45-54
1478,2025-10-28,Kazakhstan,7,android,en,25-34
1479,2025-12-27,Armenia,8,android,hy,45-54
1480,2025-11-20,Germany,1,web,de,25-34
1481,2025-10-20,Germany,5,android,en,45-54
1482,2025-08-05,Kazakhstan,1,ios,ru,18-24
1483,2025-07-02,Kazakhstan,4,android,ru,35-44
1484,2025-12-30,Germany,4,android,de,35-44
1485,2025-09-27,Germany,4,ios,de,45-54
1486,2025-12-24,Georgia,4,android,en,25-34
1487,2025-04-10,Kazakhstan,3,android,ru,45-54
1488,2025-12-15,Kazakhstan,1,android,ru,35-44
1489,2025-07-29,Kazakhstan,6,ios,kk,35-44
1490,2025-11-01,Georgia,5,ios,en,35-44
1491,2025-05-24,Armenia,7,android,hy,35-44
1492,2025-04-21,Kazakhstan,3,web,en,18-24
1493,2025-11-07,Russia,2,ios,en,25-34
1494,2025-08-15,UAE,8,android,ar,35-44
1495,2025-06-19,Russia,6,ios,ru,18-24
1496,2025-07-29,Russia,4,web,ru,18-24
1497,2025-09-08,Russia,7,ios,ru,25-34
1498,2025-09-04,Germany,7,android,de,25-34
1499,2025-09-26,Germany,7,android,en,55+
1500,2025-05-21,UAE,3,ios,en,25-34
1501,2025-10-01,Kazakhstan,6,web,kk,45-54
1502,2025-07-10,Kazakhstan,5,web,en,35-44
1503,2025-08-15,Georgia,4,web,en,45-54
1504,2025-02-08,Poland,1,android,pl,35-44
1505,2025-10-29,Russia,1,android,ru,25-34
1506,2025-01-29,UAE,2,android,en,18-24
1507,2025-11-14,Russia,1,web,ru,25-34
1508,2025-09-02,UAE,1,android,en,18-24
1509,2025-08-24,Georgia,1,ios,ru,45-54
1510,2025-08-03,Kazakhstan,4,android,ru,18-24
1511,2025-09-29,Russia,5,ios,ru,25-34
1512,2025-10-12,Kazakhstan,1,ios,ru,18-24
1513,2025-08-27,Russia,8,ios,ru,35-44
1514,2025-12-03,Russia,1,ios,ru,25-34
1515,2025-12-25,Russia,2,android,en,35-44
1516,2025-12-06,Poland,4,android,pl,18-24
1517,2025-11-27,Poland,6,ios,en,55+
1518,2025-06-26,Russia,1,ios,ru,45-54
1519,2025-04-25,Germany,6,web,de,35-44
1520,2025-10-11,Germany,4,android,de,25-34
1521,2025-06-07,Georgia,7,ios,ru,25-34
1522,2025-11-20,Turkey,5,android,tr,35-44
1523,2025-07-08,Germany,2,web,en,25-34
1524,2025-10-20,Kazakhstan,7,android,ru,25-34
1525,2025-06-02,UAE,2,ios,ar,18-24
1526,2025-07-12,Armenia,6,ios,ru,35-44
1527,2025-03-14,Kazakhstan,2,web,ru,35-44
1528,2025-11-01,Germany,1,android,de,35-44
1529,2025-12-10,Kazakhstan,3,web,en,25-34
1530,2025-12-25,Turkey,4,android,en,25-34
1531,2025-08-10,Kazakhstan,5,android,en,25-34
1532,2025-11-11,Germany,8,android,en,25-34
1533,2025-11-24,Kazakhstan,4,android,ru,35-44
1534,2025-07-17,Armenia,1,ios,en,35-44
1535,2025-10-22,Georgia,5,ios,ka,18-24
1536,2025-11-15,Russia,5,android,ru,25-34
1537,2025-10-29,Georgia,4,android,ka,18-24
1538,2025-12-10,Russia,2,web,ru,45-54
1539,2025-02-28,Poland,4,android,pl,25-34
1540,2025-11-23,Poland,1,android,en,25-34
1541,2025-11-29,Kazakhstan,5,web,ru,45-54
1542,2025-08-14,UAE,1,ios,en,45-54
1543,2025-07-10,Russia,1,android,en,45-54
1544,2025-07-19,Kazakhstan,6,web,en,35-44
1545,2025-11-08,Germany,4,android,en,18-24
1546,2025-09-17,Poland,4,android,pl,25-34
1547,2025-02-28,Poland,2,ios,en,18-24
1548,2025-09-03,Poland,7,web,pl,45-54
1549,2025-08-25,Russia,1,ios,ru,25-34
1550,2025-12-15,Russia,5,ios,ru,18-24
1551,2025-03-04,Russia,3,ios,en,35-44
1552,2025-11-06,Armenia,5,ios,hy,55+
1553,2025-08-31,Germany,7,android,de,35-44
1554,2025-11-26,Russia,1,ios,ru,25-34
1555,2025-08-18,Georgia,4,android,en,25-34
1556,2025-08-14,Poland,5,android,pl,25-34
1557,2025-11-09,Russia,6,ios,en,45-54
1558,2025-08-06,Poland,7,ios,pl,35-44
1559,2025-08-29,Kazakhstan,5,web,ru,45-54
1560,2025-11-27,Kazakhstan,7,ios,en,25-34
1561,2025-10-25,Georgia,1,ios,en,35-44
1562,2025-06-27,Poland,6,ios,pl,35-44
1563,2025-09-18,Russia,1,ios,ru,35-44
1564,2025-06-14,UAE,1,ios,ar,45-54
1565,2025-07-06,Russia,2,web,en,18-24
1566,2025-08-03,Turkey,1,android,en,45-54
1567,2025-08-15,Kazakhstan,1,android,ru,45-54
1568,2025-02-17,Poland,2,ios,en,45-54
1569,2025-08-12,Turkey,2,ios,tr,35-44
1570,2025-01-20,Turkey,7,web,en,45-54
1571,2025-08-29,Poland,6,android,pl,18-24
1572,2025-04-09,Germany,4,android,en,35-44
1573,2025-06-27,Russia,5,android,ru,35-44
1574,2025-12-04,Russia,5,android,en,55+
1575,2025-09-10,Turkey,6,android,en,25-34
1576,2025-11-13,Kazakhstan,7,android,ru,25-34
1577,2025-08-04,Russia,5,android,ru,25-34
1578,2025-09-30,UAE,1,android,en,25-34
1579,2025-06-09,UAE,7,ios,ar,25-34
1580,2025-08-15,UAE,5,android,en,45-54
1581,2025-09-26,Kazakhstan,4,android,kk,25-34
1582,2025-12-04,Georgia,2,web,ru,18-24
1583,2025-03-30,Kazakhstan,6,android,ru,35-44
1584,2025-11-25,Poland,1,web,pl,25-34
1585,2025-12-01,Georgia,1,android,ru,25-34
1586,2025-12-23,Georgia,5,ios,en,55+
1587,2025-04-08,Georgia,8,web,ka,55+
1588,2025-09-24,Turkey,5,web,en,25-34
1589,2025-09-28,Armenia,4,ios,hy,35-44
1590,2025-11-19,Russia,3,android,ru,35-44
1591,2025-10-19,Turkey,3,android,tr,35-44
1592,2025-09-04,Germany,6,ios,de,18-24
1593,2025-09-21,Russia,8,ios,en,25-34
1594,2025-07-14,Kazakhstan,4,ios,ru,55+
1595,2025-08-14,Poland,4,android,pl,18-24
1596,2025-11-28,Poland,5,web,en,18-24
1597,2025-12-27,Georgia,1,ios,en,35-44
1598,2025-12-20,Turkey,6,android,en,55+
1599,2025-12-18,Poland,4,ios,en,25-34
1600,2025-07-08,Georgia,4,android,en,45-54
1601,2025-09-18,Georgia,6,android,ka,35-44
1602,2025-08-14,Russia,2,web,en,25-34
1603,2025-08-29,Armenia,4,android,hy,18-24
1604,2025-09-26,Russia,6,android,ru,45-54
1605,2025-11-24,Turkey,7,android,tr,25-34
1606,2025-09-08,Kazakhstan,7,android,en,25-34
1607,2025-06-25,Poland,6,ios,pl,35-44
1608,2025-08-24,Turkey,8,web,en,45-54
1609,2025-11-30,Poland,5,ios,en,35-44
1610,2025-12-15,Armenia,1,ios,hy,25-34
1611,2025-06-25,Armenia,6,android,en,45-54
1612,2025-10-11,Russia,5,web,ru,18-24
1613,2025-07-11,Poland,1,android,en,35-44
1614,2025-09-10,Russia,4,android,en,18-24
1615,2025-02-09,Georgia,5,web,en,18-24
1616,2025-10-28,Georgia,5,android,en,45-54
1617,2025-12-13,Poland,6,android,en,25-34
1618,2025-11-14,UAE,1,ios,ar,25-34
1619,2025-12-15,Russia,8,android,ru,55+
1620,2025-12-23,Russia,1,ios,ru,35-44
1621,2025-07-05,Georgia,7,web,en,35-44
1622,2025-11-19,Russia,2,android,en,35-44
1623,2025-04-04,Poland,6,ios,pl,25-34
1624,2025-04-03,Kazakhstan,6,web,ru,25-34
1625,2025-12-20,Kazakhstan,3,android,en,45-54
1626,2025-03-26,Kazakhstan,6,android,kk,35-44
1627,2025-12-13,Russia,5,web,ru,25-34
1628,2025-08-25,UAE,5,android,ar,35-44
1629,2025-10-18,Georgia,1,ios,en,25-34
1630,2025-09-29,Turkey,7,android,tr,18-24
1631,2025-11-02,Russia,7,ios,en,25-34
1632,2025-05-27,Russia,7,ios,en,35-44
1633,2025-12-02,Russia,2,ios,ru,25-34
1634,2025-06-17,Turkey,4,android,tr,25-34
1635,2025-09-30,Poland,2,ios,en,25-34
1636,2025-12-19,Georgia,8,android,ru,25-34
1637,2025-05-10,Kazakhstan,4,android,ru,18-24
1638,2025-05-12,Kazakhstan,5,android,ru,35-44
1639,2025-10-31,Poland,4,web,en,25-34
1640,2025-12-16,Georgia,4,ios,ru,18-24
1641,2025-09-26,Armenia,3,web,hy,25-34
1642,2025-12-29,UAE,4,ios,ar,25-34
1643,2025-03-10,Poland,6,ios,en,25-34
1644,2025-12-11,Georgia,1,ios,en,25-34
1645,2025-06-30,Russia,5,web,ru,18-24
1646,2025-11-03,Russia,3,ios,en,25-34
1647,2025-12-22,Turkey,4,ios,tr,18-24
1648,2025-07-10,Poland,7,ios,en,45-54
1649,2025-07-20,UAE,2,android,ar,55+
1650,2025-07-16,Poland,4,android,pl,45-54
1651,2025-07-04,Georgia,1,ios,ru,25-34
1652,2025-11-18,Poland,1,android,en,25-34
1653,2025-09-22,Georgia,2,web,ka,25-34
1654,2025-12-29,Russia,6,ios,ru,18-24
1655,2025-11-10,Russia,7,android,en,35-44
1656,2025-12-08,Turkey,1,web,tr,25-34
1657,2025-11-16,Poland,6,ios,en,35-44
1658,2025-08-02,Germany,5,ios,en,25-34
1659,2025-10-05,Kazakhstan,1,web,ru,18-24
1660,2025-12-29,Armenia,4,android,en,25-34
1661,2025-06-07,Russia,3,ios,ru,35-44
1662,2025-09-08,Kazakhstan,7,android,kk,18-24
1663,2025-04-07,Russia,1,android,en,25-34
1664,2025-12-22,Armenia,1,android,hy,35-44
1665,2025-11-23,Poland,4,android,pl,25-34
1666,2025-07-25,Poland,5,android,pl,55+
1667,2025-03-18,Russia,2,android,en,55+
1668,2025-08-04,Poland,4,android,en,25-34
1669,2025-10-22,Kazakhstan,8,ios,ru,25-34
1670,2025-09-17,Russia,6,ios,ru,25-34
1671,2025-05-05,Armenia,2,web,hy,25-34
1672,2025-03-23,Armenia,4,ios,hy,35-44
1673,2025-10-10,Kazakhstan,2,ios,en,25-34
1674,2025-06-20,Germany,8,ios,de,25-34
1675,2025-08-21,Germany,7,ios,de,25-34
1676,2025-02-01,Turkey,4,android,en,25-34
1677,2025-12-26,Germany,1,ios,en,35-44
1678,2025-10-11,Turkey,2,ios,tr,25-34
1679,2025-12-20,Turkey,4,android,tr,25-34
1680,2025-07-07,Poland,4,ios,en,25-34
1681,2025-12-10,Poland,4,ios,en,35-44
1682,2025-12-31,Georgia,4,ios,en,35-44
1683,2025-06-12,Armenia,3,web,hy,18-24
1684,2025-11-22,Russia,7,android,en,35-44
1685,2025-10-17,UAE,4,ios,en,35-44
1686,2025-08-21,Turkey,4,ios,tr,35-44
1687,2025-12-28,Turkey,1,android,tr,25-34
1688,2025-11-15,Germany,5,android,de,25-34
1689,2025-04-23,Armenia,6,ios,en,35-44
1690,2025-12-01,Germany,8,ios,en,45-54
1691,2025-08-10,Russia,1,ios,ru,35-44
1692,2025-07-01,Russia,3,android,en,25-34
1693,2025-10-05,Russia,6,android,en,18-24
1694,2025-08-17,Russia,5,ios,en,18-24
1695,2025-12-18,Germany,1,web,de,25-34
1696,2025-10-22,Turkey,1,web,en,18-24
1697,2025-11-20,Poland,7,android,en,35-44
1698,2025-08-07,Kazakhstan,8,web,en,55+
1699,2025-07-11,Georgia,1,android,ru,25-34
1700,2025-07-01,Russia,5,android,en,45-54
1701,2025-10-13,UAE,5,web,en,45-54
1702,2025-09-07,Russia,5,android,ru,45-54
1703,2025-12-20,Kazakhstan,2,android,kk,25-34
1704,2025-11-10,Germany,6,android,de,55+
1705,2025-07-29,Georgia,2,android,en,25-34
1706,2025-11-19,UAE,6,web,ar,18-24
1707,2025-09-27,Russia,7,web,ru,18-24
